Social Behaviour,ConflictResolution,MoralAlignment,Intelligence,Ambition,Loyalty,Leadership,RiskTaker,SenseOfHumor,Curiosity,Adaptibility,Cunning,Patience,House
['Introvert'],['Mediator'],['Opportunist'],9.57,9.34,8.85,7.02,8.68,5.17,6.3,8.34,9.15,6.8,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.69,5.51,8.48,4.66,5.88,6.02,9.71,8.09,5.01,7.39,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],1.01,5.72,8.28,2.49,3.2,7.4,6.9,6.25,2.44,9.63,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.59,9.85,8.2,5.15,7.66,9.36,6.04,7.15,4.59,5.14,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.95,9.88,3.79,8.61,9.96,5.1,6.28,8.66,9.66,6.38,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.46,4.77,10.0,3.08,5.45,4.96,9.07,8.17,5.71,7.47,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.84,5.96,8.32,3.4,0.39,6.16,5.21,6.16,2.66,9.35,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.9,7.34,7.87,8.11,8.32,7.08,7.44,7.69,5.57,4.52,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.18,9.86,3.02,7.06,9.87,4.75,8.6,8.42,9.48,6.25,Slytherin
['Ambivert'],['Avoidant'],['Realist'],8.31,4.57,9.27,4.89,4.3,4.0,9.57,8.44,5.92,7.49,Ravenclaw
['Extrovert'],['Mediator'],['Idealist'],2.72,1.28,9.02,0.84,3.27,6.32,4.31,5.07,2.66,9.4,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.72,7.0,7.1,7.05,8.62,9.11,5.0,6.8,4.96,5.54,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.61,9.63,3.11,9.52,7.03,3.29,7.36,8.23,9.4,7.23,Slytherin
['Introvert'],['Mediator'],['Realist'],8.29,4.29,5.53,5.49,3.09,6.9,9.58,8.89,6.59,7.58,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],5.68,2.51,8.42,4.9,5.46,7.37,4.93,7.75,2.48,9.59,Hufflepuff
['Extrovert'],['Confrontational'],['Opportunist'],7.8,9.24,7.94,6.53,9.85,8.51,5.51,8.85,5.09,4.52,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.02,9.65,9.4,8.05,7.76,5.3,6.63,8.07,9.16,7.47,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.0,5.76,9.42,4.16,3.42,6.24,8.96,8.36,6.59,7.47,Ravenclaw
['Extrovert'],['Mediator'],['Idealist'],2.55,0.2,8.19,3.89,2.88,8.23,4.03,5.9,3.93,9.72,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.19,8.25,6.07,8.67,8.15,7.25,7.44,7.02,4.33,5.2,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.19,9.02,5.67,8.13,7.56,3.18,6.13,9.46,9.47,7.65,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.74,7.49,6.37,5.3,3.15,4.62,9.52,8.85,5.53,7.39,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.43,5.25,8.29,2.23,3.55,7.13,6.56,8.33,2.47,9.65,Hufflepuff
['Extrovert'],['Mediator'],['Idealist'],5.25,8.99,8.06,5.53,8.91,7.07,5.95,6.06,5.56,4.78,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.91,9.33,1.02,8.31,9.09,5.21,7.33,8.41,8.78,6.07,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.62,6.43,9.0,4.84,3.1,6.77,8.57,7.27,6.5,7.32,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.82,0.45,8.56,2.16,2.22,6.44,5.66,7.16,3.76,9.64,Hufflepuff
['Extrovert'],['Confrontational'],['Opportunist'],9.27,7.74,7.43,9.87,8.14,8.06,6.81,8.36,5.17,5.17,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.31,9.44,2.86,8.1,7.75,4.66,7.63,8.26,9.72,7.41,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.97,3.08,7.3,5.76,3.29,5.92,8.75,7.31,6.89,7.0,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.36,5.7,8.84,0.13,4.33,7.15,4.6,6.35,2.62,9.15,Hufflepuff
['Extrovert'],['Mediator'],['Idealist'],8.36,7.0,9.26,6.94,9.22,9.39,6.04,6.95,4.85,5.81,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.78,9.73,4.96,9.32,7.02,3.5,8.09,8.42,8.64,6.44,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.11,3.33,5.8,5.84,5.99,6.79,8.71,7.46,5.53,7.84,Ravenclaw
['Extrovert'],['Mediator'],['Idealist'],0.99,3.14,8.75,5.82,1.87,6.15,5.85,6.76,2.83,9.98,Hufflepuff
['Introvert'],['Confrontational'],['Idealist'],8.95,8.92,8.17,6.55,8.32,9.43,7.83,7.27,4.8,4.13,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.05,9.06,4.95,7.38,8.5,5.56,7.19,8.86,9.1,7.43,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.38,5.35,8.67,5.78,5.59,6.79,8.67,8.62,5.84,7.11,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.15,4.42,8.09,3.59,4.77,6.28,6.64,5.64,3.25,9.07,Hufflepuff
['Introvert'],['Confrontational'],['Idealist'],8.08,9.77,6.02,7.95,8.7,7.46,6.6,8.74,5.32,4.3,Gryffindor
['Introvert'],['Mediator'],['Opportunist'],9.74,9.58,1.1,7.24,9.98,4.98,6.33,8.98,8.43,6.41,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.88,7.64,9.27,3.17,4.43,4.89,9.05,7.08,6.71,7.68,Ravenclaw
['Introvert'],['Mediator'],['Idealist'],2.71,5.12,9.02,1.72,2.46,6.34,4.89,5.32,2.0,9.7,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.46,8.16,8.48,8.12,8.08,7.68,7.7,6.74,4.79,4.92,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.83,9.11,5.73,9.56,7.18,4.95,7.37,8.9,9.94,6.58,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.05,3.03,9.93,4.21,4.23,6.05,9.64,7.82,5.42,7.11,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],4.04,5.78,9.63,2.29,1.29,7.92,4.04,6.49,2.74,9.39,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.54,8.45,7.14,6.07,9.28,9.03,5.13,6.16,4.49,5.94,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.71,9.41,9.2,9.0,9.9,3.24,8.21,9.86,8.8,7.74,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.58,6.77,7.43,3.96,3.86,4.65,8.91,7.92,6.27,7.94,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],5.5,0.43,9.26,4.13,3.75,6.85,5.52,5.44,2.94,9.13,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.78,9.1,7.53,8.45,9.47,8.16,5.82,6.39,4.25,4.55,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.61,9.6,1.46,8.12,7.23,4.72,6.98,8.85,8.43,6.63,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.0,5.44,6.51,5.44,4.2,6.0,9.46,8.22,5.26,7.22,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],2.12,2.12,8.89,4.98,2.48,6.49,5.72,6.52,3.77,9.48,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.03,7.79,6.83,6.49,8.31,7.2,6.56,7.28,4.45,5.88,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.42,9.54,2.98,8.06,7.71,5.81,6.36,8.04,9.08,7.78,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.3,4.45,9.62,3.67,5.22,6.06,9.73,8.46,6.96,7.11,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.24,2.5,9.63,5.15,2.87,7.62,4.19,6.32,3.15,9.42,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.08,8.33,8.32,7.71,9.96,8.4,7.45,7.8,4.91,5.39,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.7,9.67,1.41,7.86,7.85,3.07,8.3,8.76,9.99,6.33,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.44,6.71,5.43,4.49,4.56,5.8,9.83,8.61,5.89,7.86,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],5.85,1.36,9.36,2.37,0.36,7.94,5.71,5.93,2.92,9.15,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.53,7.45,9.37,6.0,9.16,9.24,7.47,7.05,4.63,4.33,Gryffindor
['Ambivert'],['Mediator'],['Realist'],9.96,9.16,8.91,8.08,9.51,5.22,6.74,9.76,9.07,7.93,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.27,5.63,5.49,4.55,3.04,7.02,8.09,7.44,5.63,7.04,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.77,1.88,9.31,2.35,5.58,8.79,6.29,7.04,3.54,9.72,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.81,9.44,8.06,8.59,7.45,7.14,7.9,7.35,4.57,4.18,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.11,9.23,2.69,9.45,8.52,5.88,6.19,9.87,9.61,6.79,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.39,3.98,5.24,4.98,4.79,5.33,8.73,8.59,6.45,7.3,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.36,2.96,9.46,3.83,1.83,6.15,6.29,5.41,3.95,9.48,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.35,8.93,8.38,6.09,9.16,8.73,7.22,6.34,5.42,4.78,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.39,9.87,5.85,8.58,9.9,3.33,8.45,8.8,9.7,6.64,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.41,5.28,8.8,4.54,3.91,6.44,8.96,7.73,5.04,7.1,Ravenclaw
['Extrovert'],['Mediator'],['Idealist'],4.63,4.39,9.75,3.29,2.04,6.54,4.63,6.39,3.18,9.8,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.34,8.34,9.32,6.14,7.51,8.0,6.72,6.13,5.37,5.49,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.34,9.81,2.4,9.96,8.83,3.08,8.25,8.15,9.59,6.85,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.08,5.49,8.78,5.89,3.53,5.41,9.37,7.04,6.86,7.27,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.97,4.84,8.43,0.34,4.74,6.32,4.05,6.92,3.36,9.9,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.28,8.85,8.74,6.8,7.62,8.43,6.79,8.71,5.33,5.64,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.34,9.14,8.78,8.17,9.14,3.63,7.2,9.08,9.1,7.03,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.86,5.5,7.72,3.83,3.77,4.71,8.8,7.52,6.83,7.57,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.22,3.4,8.21,2.84,3.79,8.57,5.5,6.78,2.64,9.51,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.13,7.07,9.81,6.89,8.33,8.8,5.87,7.62,5.38,5.72,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.65,9.44,7.65,7.82,7.8,3.14,6.27,9.43,8.37,7.42,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.56,7.22,8.17,3.17,3.6,5.08,8.13,7.43,6.66,7.13,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],4.31,0.08,8.2,0.32,1.85,6.19,6.23,7.12,2.64,9.01,Hufflepuff
['Introvert'],['Confrontational'],['Idealist'],8.43,8.58,9.22,9.6,7.87,7.59,6.87,6.72,5.65,4.14,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.74,9.58,8.48,9.08,7.33,4.6,8.21,8.0,8.7,6.32,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.36,5.15,8.06,5.19,3.58,4.86,9.65,8.65,6.03,7.64,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.12,4.13,8.27,4.14,5.7,7.02,6.31,8.67,2.71,9.89,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.09,8.35,9.97,8.29,9.31,9.27,6.82,7.5,5.83,5.32,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.27,9.16,2.19,9.14,7.04,3.69,6.73,8.57,9.73,7.51,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.4,6.43,5.47,5.53,4.2,6.86,8.16,7.86,6.0,7.62,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.37,5.13,8.5,3.46,4.89,6.32,6.24,5.14,3.91,9.03,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.49,8.9,8.11,5.81,8.6,8.76,5.92,8.79,5.34,5.34,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.7,9.66,6.87,7.45,9.74,3.11,8.54,8.4,8.33,6.38,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.79,5.78,6.79,4.81,4.64,7.04,8.86,7.21,6.81,7.99,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.54,0.69,9.82,0.29,2.28,7.29,6.13,5.42,2.73,9.56,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.49,9.9,9.28,8.26,8.06,7.92,5.73,6.89,5.47,5.94,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.6,9.94,0.83,8.8,7.68,4.31,6.46,8.92,9.85,7.2,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.48,7.45,8.45,4.43,3.62,6.75,8.09,7.94,6.55,7.38,Ravenclaw
['Extrovert'],['Mediator'],['Realist'],0.2,5.7,8.97,5.0,3.7,6.29,5.57,7.7,2.3,9.6,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.37,8.81,8.62,8.74,9.32,7.63,7.92,6.14,4.63,5.06,Gryffindor
['Ambivert'],['Mediator'],['Realist'],9.59,9.33,9.21,7.81,7.92,3.03,8.37,8.53,9.11,6.32,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.35,4.67,7.61,4.34,4.43,7.44,8.23,7.89,5.32,7.21,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],1.42,6.65,8.86,3.6,4.2,7.75,5.24,6.62,3.28,9.79,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.82,7.31,6.76,9.8,9.35,7.31,5.89,6.3,5.99,5.67,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.0,9.87,8.04,8.91,7.12,4.54,8.68,9.32,8.36,7.53,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.03,7.82,6.84,5.55,3.47,7.22,8.83,8.04,5.16,7.29,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.43,1.57,9.06,1.64,1.17,8.54,4.63,7.74,2.2,9.84,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.88,7.83,7.65,6.22,7.68,7.69,6.34,7.94,4.91,5.66,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.25,9.97,6.27,7.75,8.65,4.97,7.59,9.54,8.35,7.85,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.68,4.27,5.44,3.69,4.41,7.35,8.57,8.51,5.52,7.18,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.49,6.83,8.5,4.86,3.11,8.19,4.74,8.36,2.3,9.54,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.59,8.38,7.74,8.22,8.03,8.49,7.05,8.26,5.01,4.43,Gryffindor
['Introvert'],['Mediator'],['Opportunist'],8.62,9.74,4.98,9.34,8.45,3.33,7.99,8.93,9.09,7.59,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.59,3.67,8.42,5.43,3.38,5.75,8.57,7.3,6.34,7.08,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.23,6.47,9.17,5.66,5.27,8.0,4.91,5.62,2.72,9.03,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.71,7.32,8.12,6.79,7.4,9.55,5.53,7.48,5.93,4.7,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.28,9.49,9.18,9.04,9.82,5.57,6.73,9.5,8.69,6.05,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.63,4.68,5.69,4.85,3.51,7.11,8.24,8.61,5.36,7.89,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.33,6.13,8.35,0.84,3.4,6.84,6.11,8.91,3.66,9.55,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.16,9.1,8.16,7.85,9.2,9.25,5.29,8.32,4.85,5.61,Gryffindor
['Ambivert'],['Avoidant'],['Opportunist'],5.36,9.06,3.62,9.01,7.64,3.37,7.63,9.8,9.2,6.95,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.92,5.88,6.42,5.04,4.76,5.49,8.22,7.02,5.89,7.96,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.54,6.99,9.54,4.13,2.6,6.54,4.12,6.29,2.34,9.1,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.51,8.71,7.43,6.01,7.37,7.59,5.67,7.83,4.26,4.03,Gryffindor
['Ambivert'],['Confrontational'],['Opportunist'],8.44,9.86,3.35,9.75,8.55,3.65,7.95,8.96,8.4,7.2,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.04,6.36,8.49,4.63,3.48,4.55,8.14,8.69,6.57,7.2,Ravenclaw
['Introvert'],['Mediator'],['Realist'],2.93,4.61,8.06,5.78,5.71,6.34,6.81,5.16,3.73,9.18,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.62,8.89,6.31,5.94,9.63,7.54,5.97,7.45,4.71,5.89,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.15,9.07,0.91,7.21,8.56,4.22,7.19,8.84,8.04,6.11,Slytherin
['Introvert'],['Avoidant'],['Opportunist'],9.67,6.45,8.38,4.13,5.74,6.48,9.32,7.41,6.78,7.86,Ravenclaw
['Introvert'],['Mediator'],['Idealist'],1.41,2.54,9.62,2.94,3.39,6.41,6.24,8.59,3.83,9.33,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.54,8.14,9.46,9.69,9.39,7.93,7.73,8.89,4.17,5.53,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.08,9.34,7.01,7.47,9.01,4.38,6.44,8.93,8.69,6.99,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.14,7.07,8.55,4.21,5.24,6.99,9.89,7.06,5.16,7.52,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.75,4.22,8.31,4.27,0.44,8.16,6.76,8.97,3.82,9.94,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.71,8.74,6.87,6.94,9.55,9.21,7.16,6.9,5.28,5.87,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.41,9.96,3.03,8.93,7.39,3.07,7.64,9.12,8.28,7.58,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.23,5.01,9.87,3.3,3.54,7.51,9.13,8.1,6.32,7.15,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.77,5.9,8.45,5.83,0.21,6.59,6.48,7.37,2.09,9.16,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.24,9.77,6.7,9.9,8.96,9.37,5.52,8.65,4.84,4.78,Gryffindor
['Ambivert'],['Confrontational'],['Opportunist'],6.47,9.85,3.83,8.53,9.25,5.36,8.62,9.9,9.99,7.41,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.84,7.36,9.53,3.37,5.52,6.22,8.83,8.42,5.38,7.81,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.43,6.21,9.56,1.08,3.87,6.72,5.27,7.95,2.02,9.84,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.62,8.86,8.44,8.71,9.9,7.97,7.91,8.51,5.23,4.31,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.9,9.59,8.57,7.6,7.91,4.3,6.91,9.23,8.04,6.66,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.53,5.68,8.89,3.37,5.42,4.68,9.9,7.91,5.91,7.99,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.1,1.56,9.41,2.28,0.14,6.74,6.39,8.18,2.95,9.67,Hufflepuff
['Extrovert'],['Confrontational'],['Opportunist'],9.71,9.54,6.38,6.21,8.24,7.9,7.5,8.28,4.88,4.7,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.63,9.61,1.86,8.66,9.08,3.37,9.0,8.85,9.68,6.32,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.0,7.75,8.24,5.51,4.52,4.22,9.93,7.5,5.17,7.72,Ravenclaw
['Extrovert'],['Mediator'],['Realist'],4.39,5.98,9.99,5.03,2.25,6.25,5.76,6.05,3.66,9.7,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.4,7.89,9.8,7.32,8.68,9.6,6.5,8.69,4.71,4.09,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.23,9.32,2.55,7.48,9.92,4.04,8.73,8.08,8.87,7.92,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.21,3.27,8.22,3.16,3.3,5.8,9.75,7.54,6.66,7.26,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.63,4.16,9.95,0.88,4.51,7.15,5.99,5.63,2.56,9.66,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.17,9.01,7.86,6.87,8.92,9.68,5.3,7.45,5.1,4.67,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.3,9.27,1.04,9.44,9.5,3.31,7.88,8.38,9.53,7.25,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.44,3.35,7.01,5.14,4.38,5.3,9.69,8.41,6.66,7.62,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],1.09,6.85,8.12,5.06,5.14,6.01,5.41,7.66,3.35,9.9,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.99,8.91,9.41,7.93,7.42,8.31,7.72,6.06,4.45,5.98,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.13,9.94,5.25,7.51,8.96,3.73,8.55,8.28,8.01,6.15,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.79,5.78,7.4,3.15,5.97,4.5,9.1,7.18,5.69,7.54,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.14,0.41,9.58,2.33,2.25,6.9,5.45,8.31,3.21,9.88,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.74,9.88,7.71,7.42,7.73,7.46,5.11,8.35,5.63,5.89,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.98,9.07,7.18,9.54,9.44,5.27,7.43,8.46,9.93,6.52,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.23,3.86,8.32,5.86,4.69,6.17,8.5,7.33,5.33,7.25,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.37,5.78,9.98,3.73,0.87,8.43,4.9,5.44,2.83,9.83,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.61,7.25,9.46,9.51,9.45,9.02,5.12,7.73,4.74,5.96,Gryffindor
['Extrovert'],['Mediator'],['Realist'],5.57,9.48,2.26,9.16,7.49,4.35,6.52,8.4,8.35,7.49,Slytherin
['Ambivert'],['Confrontational'],['Realist'],8.46,7.77,5.51,5.58,5.66,4.54,8.37,8.96,6.62,7.92,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.43,4.11,9.69,1.01,1.83,7.56,5.2,5.34,2.08,9.09,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.47,9.18,8.17,5.26,8.19,7.53,6.36,8.26,4.61,5.37,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.44,9.37,9.06,7.36,9.72,4.26,6.14,9.12,9.74,7.91,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.42,4.88,8.08,3.45,5.77,6.57,8.02,8.97,6.85,7.19,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.8,3.89,8.12,3.3,2.55,8.69,6.3,6.11,2.87,9.17,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.54,7.21,6.58,6.51,9.76,8.14,5.97,7.9,5.93,4.04,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.9,9.92,0.77,7.43,9.22,4.82,6.99,9.71,9.73,6.48,Slytherin
['Introvert'],['Mediator'],['Realist'],8.16,3.99,7.79,4.34,5.67,6.86,9.23,7.7,6.27,7.81,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.51,5.34,9.29,2.34,3.17,8.27,5.69,5.32,2.74,9.4,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.17,8.48,6.25,9.11,8.85,8.19,7.09,8.82,4.83,5.6,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.98,9.15,2.73,8.33,10.0,4.34,7.97,8.22,8.35,6.26,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.89,6.74,7.1,4.1,5.04,6.12,9.91,7.67,5.19,7.16,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],1.75,2.71,9.07,5.74,2.7,7.71,4.82,8.29,3.61,9.31,Hufflepuff
['Ambivert'],['Confrontational'],['Idealist'],5.15,9.27,6.38,9.47,9.1,9.18,7.37,8.59,5.25,5.45,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.84,9.02,6.56,7.39,8.03,3.08,8.6,8.81,8.42,6.18,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.2,6.86,9.35,5.13,3.96,7.16,8.84,8.86,5.18,7.31,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.31,3.73,9.0,5.23,1.07,7.35,4.47,7.3,3.84,9.21,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.73,9.2,8.7,6.87,7.71,8.91,5.96,8.69,4.25,5.41,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.19,9.32,4.74,9.09,8.04,3.27,6.52,8.06,9.26,7.0,Slytherin
['Ambivert'],['Avoidant'],['Realist'],8.61,3.78,5.1,3.48,5.71,6.13,8.98,8.6,5.89,7.78,Ravenclaw
['Introvert'],['Mediator'],['Realist'],2.02,2.01,8.57,2.68,3.77,7.42,6.55,8.21,3.85,9.92,Hufflepuff
['Extrovert'],['Avoidant'],['Idealist'],8.61,8.44,6.37,6.11,9.88,8.88,7.33,7.79,4.72,5.16,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.92,9.81,6.71,8.51,8.53,5.1,7.41,9.56,8.45,6.08,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.71,7.17,7.67,3.39,3.16,4.81,9.18,7.2,6.34,7.83,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.11,1.45,9.63,1.09,2.8,6.47,4.89,8.31,2.68,9.95,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.82,7.5,8.85,6.85,7.46,7.18,5.25,8.38,5.8,5.52,Gryffindor
